year,count,outcome,gender,age,region
2018,76,stroke,male,75,city_B
2020,6,stroke,male,70,city_C
2020,6,stroke,male,75,city_C
2020,2.5,stroke,male,70,city_E
2020,2.5,stroke,male,75,city_E
2020,2,stroke,male,70,city_D
2020,2,stroke,male,75,city_D
2020,3,stroke,male,70,city_B
2020,3,stroke,male,75,city_B
2020,19.5,stroke,male,70,ALL
2020,19.5,stroke,male,75,ALL
2020,2,stroke,female,70,city_D
2020,2,stroke,female,75,city_D
2020,4,stroke,female,70,city_B
2020,4,stroke,female,75,city_B
2020,18,stroke,female,70,ALL
2020,18,stroke,female,75,ALL
2018,51.5,stroke,male,70,city_E
2018,51.5,stroke,male,75,city_E
2018,11,ihd,female,80,city_C
2018,39,ihd,female,80,city_A
2018,17,ihd,female,80,city_E
2019,14,ihd,male,80,city_D
2019,50,ihd,male,80,city_B
2018,18,ihd,female,80,city_D
2019,134,ihd,male,80,ALL
2018,33,ihd,male,80,city_A
2020,7,ihd,female,80,city_D
2019,25,ihd,female,80,city_A
2018,6,ihd,male,80,city_C
2018,20,ihd,male,80,city_E
2018,21,ihd,male,80,city_D
2018,35,ihd,male,80,city_B
2018,120,ihd,male,80,ALL
2019,23,ihd,male,80,city_A
2019,24,ihd,male,80,city_C
2019,23,ihd,male,80,city_E
2018,23,stroke,male,80,city_A
2018,15,stroke,male,80,city_C
2018,36,stroke,male,80,city_E
2018,28,stroke,male,80,city_D
2018,50,stroke,male,80,city_B
2018,157,stroke,male,80,ALL
2019,15,stroke,male,80,city_A
2019,26,stroke,male,80,city_C
2018,36,ihd,female,80,city_B
2018,126,ihd,female,80,ALL
2019,22,stroke,male,80,city_E
2019,20,ihd,female,80,city_C
2020,2,ihd,female,80,city_C
2020,2,ihd,female,80,city_E
2018,35,stroke,female,80,city_A
2018,16,stroke,female,80,city_C
2020,4,ihd,male,80,city_A
2020,5,ihd,male,80,city_C
2020,2,ihd,male,80,city_E
2020,9,ihd,male,80,city_D
2020,5,ihd,male,80,city_B
2020,32,ihd,male,80,ALL
2019,44,stroke,male,80,city_D
2019,12,ihd,female,80,city_E
2019,13,ihd,female,80,city_D
2019,50,ihd,female,80,city_B
2019,123,ihd,female,80,ALL
2020,4,ihd,female,80,city_A
2020,3,stroke,male,80,city_D
2020,3,stroke,male,80,city_B
2020,21,stroke,male,80,ALL
2018,30,stroke,female,80,city_E
2018,28,stroke,female,80,city_D
2018,53,stroke,female,80,city_B
2019,26,stroke,female,80,city_D
2019,67,stroke,female,80,city_B
2019,171,stroke,female,80,ALL
2020,3,stroke,female,80,city_A
2020,9,stroke,female,80,city_C
2020,5,stroke,female,80,city_E
2020,2,stroke,female,80,city_D
2020,3,stroke,female,80,city_B
2019,56,stroke,male,80,city_B
2019,164,stroke,male,80,ALL
2020,3,stroke,male,80,city_A
2020,2,stroke,male,80,city_C
2020,7,stroke,male,80,city_E
2020,2,ihd,female,80,city_B
2020,18,ihd,female,80,ALL
2019,26,stroke,female,80,city_C
2019,34,stroke,female,80,city_E
2020,30,stroke,female,80,ALL
2018,173,stroke,female,80,ALL
2019,14,stroke,female,80,city_A
2018,4,copd,female,99,city_A
2018,29,copd,female,99,city_B
2018,74,copd,female,99,ALL
2018,10,copd,female,99,city_C
2018,15,copd,female,99,city_D
2018,13,copd,female,99,city_E
2018,33,copd,male,99,city_A
2018,75,copd,male,99,city_B
2018,252,copd,male,99,ALL
2018,30,copd,male,99,city_C
2018,44,copd,male,99,city_D
2018,56,copd,male,99,city_E
2018,163,diabetes,female,99,city_A
2018,250.5,diabetes,female,99,city_B
2018,802.5,diabetes,female,99,ALL
2018,99,diabetes,female,99,city_C
2018,126,diabetes,female,99,city_D
2018,149,diabetes,female,99,city_E
2018,203,diabetes,male,99,city_A
2018,293.5,diabetes,male,99,city_B
2018,971,diabetes,male,99,ALL
2018,104.5,diabetes,male,99,city_C
2018,150,diabetes,male,99,city_D
2018,194,diabetes,male,99,city_E
2018,14,lungc,female,99,city_A
2018,36,lungc,female,99,city_B
2018,136.5,lungc,female,99,ALL
2018,19,lungc,female,99,city_C
2018,20,lungc,female,99,city_D
2018,25,lungc,female,99,city_E
2018,39,lungc,male,99,city_A
2018,98.5,lungc,male,99,city_B
2018,343,lungc,male,99,ALL
2018,27,lungc,male,99,city_C
2018,58,lungc,male,99,city_D
2018,54,lungc,male,99,city_E
2019,3,copd,female,99,city_A
2019,23,copd,female,99,city_B
2019,67,copd,female,99,ALL
2019,13,copd,female,99,city_C
2019,9,copd,female,99,city_D
2019,18,copd,female,99,city_E
2019,16,copd,male,99,city_A
2019,102,copd,male,99,city_B
2019,288.5,copd,male,99,ALL
2019,70,copd,male,99,city_C
2019,53.5,copd,male,99,city_D
2019,46,copd,male,99,city_E
2019,193.5,diabetes,female,99,city_A
2019,313,diabetes,female,99,city_B
2019,1024.5,diabetes,female,99,ALL
2019,172,diabetes,female,99,city_C
2019,206,diabetes,female,99,city_D
2019,130,diabetes,female,99,city_E
2019,207,diabetes,male,99,city_A
2019,389.5,diabetes,male,99,city_B
2019,1083,diabetes,male,99,ALL
2019,181,diabetes,male,99,city_C
2019,178.5,diabetes,male,99,city_D
2019,120,diabetes,male,99,city_E
2019,12.5,lungc,female,99,city_A
2019,41.5,lungc,female,99,city_B
2019,120.5,lungc,female,99,ALL
2019,22,lungc,female,99,city_C
2019,19,lungc,female,99,city_D
2019,22.5,lungc,female,99,city_E
2019,37,lungc,male,99,city_A
2019,83,lungc,male,99,city_B
2019,249.5,lungc,male,99,ALL
2019,45.5,lungc,male,99,city_C
2019,34,lungc,male,99,city_D
2019,47,lungc,male,99,city_E
2020,3,copd,female,99,city_A
2020,6.5,copd,female,99,city_B
2020,26.5,copd,female,99,ALL
2020,2,copd,female,99,city_C
2020,3,copd,female,99,city_D
2020,2,copd,female,99,city_E
2020,4,copd,male,99,city_A
2020,19.5,copd,male,99,city_B
2020,56.5,copd,male,99,ALL
2020,11,copd,male,99,city_C
2020,5,copd,male,99,city_D
2020,5,copd,male,99,city_E
2020,29,diabetes,female,99,city_A
2020,77,diabetes,female,99,city_B
2020,291.5,diabetes,female,99,ALL
2020,37,diabetes,female,99,city_C
2020,51.5,diabetes,female,99,city_D
2020,46,diabetes,female,99,city_E
2020,32,diabetes,male,99,city_A
2020,102,diabetes,male,99,city_B
2020,376.5,diabetes,male,99,ALL
2020,30,diabetes,male,99,city_C
2020,70,diabetes,male,99,city_D
2020,71,diabetes,male,99,city_E
2020,10,lungc,female,99,city_A
2020,9,lungc,female,99,city_B
2020,48,lungc,female,99,ALL
2020,7,lungc,female,99,city_C
2020,3,lungc,female,99,city_D
2020,8,lungc,female,99,city_E
2020,9,lungc,male,99,city_A
2020,8,lungc,male,99,city_B
2020,55.5,lungc,male,99,ALL
2020,5,lungc,male,99,city_C
2020,5,lungc,male,99,city_D
2020,8,lungc,male,99,city_E
