region,deaths_total,deaths_100K
city_A,351.0713557500834,0.0035107135575008336
city_B,1170.5340406948712,0.011705340406948712
city_C,505.7639897875479,0.00505763989787548
city_D,512.9801743346057,0.005129801743346057
city_E,527.9171887800735,0.005279171887800736
