label,exposure_spline,mean,lower,upper,age,outcome
cvd_ihd_25,0.63,1.02426622538173,1.01170707455943,1.04670864836714,25,ihd
cvd_ihd_25,0.64,1.02464902959864,1.01189276315135,1.04744226521272,25,ihd
cvd_ihd_25,0.65,1.02503175986816,1.01207844733054,1.04817563956851,25,ihd
cvd_ihd_25,0.66,1.02541441620132,1.01226412709237,1.04890877147865,25,ihd
cvd_ihd_25,0.67,1.02579699860916,1.01244980243219,1.04964166098728,25,ihd
cvd_ihd_25,0.68,1.02617950710271,1.01263547334537,1.05037430813852,25,ihd
cvd_ihd_25,0.69,1.02656194169299,1.01282113982726,1.05110671297651,25,ihd
cvd_ihd_25,0.7,1.02694430239104,1.01300680187321,1.05183887554538,25,ihd
cvd_ihd_25,0.71,1.02732658920788,1.01319245947859,1.05257079588926,25,ihd
cvd_ihd_25,0.72,1.02770880215454,1.01337811263875,1.05330247405229,25,ihd
cvd_ihd_25,0.73,1.02809094124207,1.01356376134905,1.05403391007859,25,ihd
cvd_ihd_25,0.74,1.02847300648147,1.01374940560486,1.0547651040123,25,ihd
cvd_ihd_25,0.75,1.02885499788379,1.01393504540151,1.05549605589755,25,ihd
cvd_ihd_25,0.76,1.02923691546006,1.01412068073438,1.05622676577848,25,ihd
cvd_ihd_25,0.77,1.0296187592213,1.01430631159883,1.05695723369921,25,ihd
cvd_ihd_25,0.78,1.03000052917855,1.0144919379902,1.05768745970388,25,ihd
cvd_ihd_25,0.79,1.03038222534283,1.01467755990386,1.05841744383662,25,ihd
cvd_ihd_25,0.8,1.03076384772518,1.01486317733516,1.05914718614156,25,ihd
cvd_ihd_25,0.81,1.03114539633662,1.01504879027946,1.05987668666283,25,ihd
cvd_ihd_25,0.82,1.03152687118819,1.01523439873213,1.06060594544458,25,ihd
cvd_ihd_25,0.83,1.03190827229091,1.01542000268851,1.06133496253092,25,ihd
cvd_ihd_25,0.84,1.03228959965582,1.01560560214397,1.06206373796599,25,ihd
cvd_ihd_25,0.85,1.03267085329394,1.01579119709386,1.06279227179393,25,ihd
cvd_ihd_25,0.86,1.03305203321631,1.01597678753354,1.06352056405886,25,ihd
cvd_ihd_25,0.87,1.03343313943395,1.01616237345837,1.06424861480492,25,ihd
cvd_ihd_25,0.88,1.0338141719579,1.01634795486371,1.06497642407624,25,ihd
cvd_ihd_25,0.89,1.03419513079918,1.01653353174491,1.06570399191696,25,ihd
cvd_ihd_25,0.9,1.03457601596883,1.01671910409733,1.06643131837119,25,ihd
cvd_ihd_25,0.91,1.03495682747787,1.01690467191633,1.06715840348309,25,ihd
cvd_ihd_25,0.92,1.03533756533733,1.01709023519727,1.06788524729677,25,ihd
cvd_ihd_25,0.93,1.03571822955825,1.0172757939355,1.06861184985638,25,ihd
cvd_ihd_25,0.94,1.03609882015166,1.01746134812638,1.06933821120604,25,ihd
cvd_ihd_25,0.95,1.03647933712858,1.01764689776528,1.07006433138988,25,ihd
cvd_ihd_25,0.96,1.03685978050004,1.01783244284754,1.07079021045205,25,ihd
cvd_ihd_25,0.97,1.03724015027708,1.0180179833685301,1.07151584843666,25,ihd
cvd_ihd_25,0.98,1.03762044647073,1.0182035193236,1.07224124538786,25,ihd
cvd_ihd_25,0.99,1.03800066909201,1.0183890507081,1.07296640134977,25,ihd
cvd_ihd_25,1,1.03838081815195,1.01857457751741,1.07369131636653,25,ihd
cvd_ihd_25,1.1,1.04217826530453,1.02043050886808,1.08092722425982,25,ihd
cvd_ihd_25,1.2,1.04596836845653,1.02228775963268,1.08813908618331,25,ihd
cvd_ihd_25,1.3,1.04975113863794,1.02414499851092,1.09532694626925,25,ihd
cvd_ihd_25,1.4,1.05352658687874,1.02600222538375,1.10249084864989,25,ihd
cvd_ihd_25,1.5,1.05729472420889,1.02785944013215,1.10963083745748,25,ihd
cvd_ihd_25,1.6,1.06105556165838,1.02971664263708,1.11674695682426,25,ihd
cvd_ihd_25,1.7,1.06480911025719,1.03157383277952,1.12383925088248,25,ihd
cvd_ihd_25,1.8,1.06855538103528,1.03343101044043,1.1309077637644,25,ihd
cvd_ihd_25,1.9,1.07229438502263,1.03528817550078,1.13795253960225,25,ihd
cvd_ihd_25,2,1.07602613324923,1.03714532784154,1.1449736225283,25,ihd
cvd_ihd_25,2.1,1.07975063674505,1.03900246734368,1.15197105667478,25,ihd
cvd_ihd_25,2.2,1.08346790654006,1.04085959388816,1.15894488617395,25,ihd
cvd_ihd_25,2.3,1.08717795366424,1.04271670735596,1.16589515515805,25,ihd
cvd_ihd_25,2.4,1.09088078914758,1.04457380762805,1.17282190775934,25,ihd
cvd_ihd_25,2.5,1.09457642402003,1.04643089458539,1.17972518811005,25,ihd
cvd_ihd_25,2.6,1.09826486931159,1.04828796810894,1.18660504034245,25,ihd
cvd_ihd_25,2.7,1.10194613605222,1.05014502807969,1.19346150858878,25,ihd
cvd_ihd_25,2.8,1.10562023527191,1.05200207437859,1.20029463698128,25,ihd
cvd_ihd_25,2.9,1.10928717800062,1.05385910688662,1.20710446965221,25,ihd
cvd_ihd_25,3,1.11294697526835,1.05571612548475,1.21389105073382,25,ihd
cvd_ihd_25,3.1,1.11659963810506,1.05757313005394,1.22065442435834,25,ihd
cvd_ihd_25,3.2,1.12024517754072,1.05943012047516,1.22739463465804,25,ihd
cvd_ihd_25,3.3,1.12388360460533,1.06128709662938,1.23411172576516,25,ihd
cvd_ihd_25,3.4,1.12751493032884,1.06314405839757,1.24080574181195,25,ihd
cvd_ihd_25,3.5,1.13113916574125,1.0650010056607,1.24747672693065,25,ihd
cvd_ihd_25,3.6,1.13475632187252,1.06685793829974,1.25412472525352,25,ihd
cvd_ihd_25,3.7,1.13836640975263,1.06871485619565,1.2607497809128,25,ihd
cvd_ihd_25,3.8,1.14196944041157,1.0705717592294,1.26735193804074,25,ihd
cvd_ihd_25,3.9,1.1455654248793,1.07242864728196,1.2739312407696,25,ihd
cvd_ihd_25,4,1.1491543741858,1.07428552023431,1.28048773323162,25,ihd
cvd_ihd_25,4.1,1.15273629936104,1.0761423779674,1.28702145955904,25,ihd
cvd_ihd_25,4.2,1.15631121143502,1.07799922036221,1.29353246388412,25,ihd
cvd_ihd_25,4.3,1.15987912143769,1.07985604729971,1.3000207903391,25,ihd
cvd_ihd_25,4.4,1.16344004039904,1.08171285866086,1.30648648305624,25,ihd
cvd_ihd_25,4.5,1.16699397934905,1.08356965432663,1.31292958616778,25,ihd
cvd_ihd_25,4.6,1.17054094931769,1.085426434178,1.31935014380597,25,ihd
cvd_ihd_25,4.7,1.17408096133493,1.08728319809592,1.32574820010306,25,ihd
cvd_ihd_25,4.8,1.17761402643076,1.08913994596138,1.3321237991913,25,ihd
cvd_ihd_25,4.9,1.18114015563515,1.09099667765533,1.33847698520294,25,ihd
cvd_ihd_25,5,1.18465935997807,1.09285339305875,1.34480780227021,25,ihd
cvd_ihd_25,5.1,1.18817165048951,1.0947100920526,1.35111629452539,25,ihd
cvd_ihd_25,5.2,1.19167703819944,1.09656677451785,1.3574025061007,25,ihd
cvd_ihd_25,5.3,1.19517553413783,1.09842344033548,1.3636664811284,25,ihd
cvd_ihd_25,5.4,1.19866714933467,1.10026096243551,1.36990826374075,25,ihd
cvd_ihd_25,5.5,1.20215189481993,1.10207943970349,1.37612789806998,25,ihd
cvd_ihd_25,5.6,1.20562978162358,1.10389656153438,1.38232542824834,25,ihd
cvd_ihd_25,5.7,1.20910082077561,1.10571232974513,1.38850089840809,25,ihd
cvd_ihd_25,5.8,1.21256502330598,1.10752674615269,1.39465435268148,25,ihd
cvd_ihd_25,5.9,1.21602240024468,1.10933981257401,1.40078583520074,25,ihd
cvd_ihd_25,6,1.21947296262168,1.11115153082604,1.40689539009813,25,ihd
cvd_ihd_25,6.1,1.22291672146696,1.11296190272574,1.41298306150591,25,ihd
cvd_ihd_25,6.2,1.22635368781049,1.11477093009005,1.41904889355631,25,ihd
cvd_ihd_25,6.3,1.22978387268226,1.11657861473593,1.42509293038158,25,ihd
cvd_ihd_25,6.4,1.23320728711223,1.11838495848032,1.43111521611398,25,ihd
cvd_ihd_25,6.5,1.23662394213039,1.12018996314019,1.43711579488575,25,ihd
cvd_ihd_25,6.6,1.2400338487667,1.12199363053247,1.44309471082915,25,ihd
cvd_ihd_25,6.7,1.24343701805116,1.12379596247412,1.44905200807641,25,ihd
cvd_ihd_25,6.8,1.24683346101373,1.12559696078209,1.45498773075979,25,ihd
cvd_ihd_25,6.9,1.25022318868439,1.12739662727334,1.46090192301154,25,ihd
cvd_ihd_25,7,1.25360621209311,1.1291949637648,1.4667946289639,25,ihd
cvd_ihd_25,7.1,1.25698254226988,1.13099197207345,1.47266589274913,25,ihd
cvd_ihd_25,7.2,1.26035219024467,1.13278765401621,1.47851575849946,25,ihd
cvd_ihd_25,7.3,1.26371516704746,1.13458201141006,1.48434427034716,25,ihd
cvd_ihd_25,7.4,1.26707148370822,1.13637504607193,1.49015147242447,25,ihd
cvd_ihd_25,7.5,1.27042115125692,1.13816675981878,1.49593740886364,25,ihd
cvd_ihd_25,7.6,1.27376418072356,1.13995715446756,1.50170212379691,25,ihd
cvd_ihd_25,7.7,1.27710058313809,1.14174623183522,1.50744566135654,25,ihd
cvd_ihd_25,7.8,1.28043036953051,1.14353399373872,1.51316806567477,25,ihd
cvd_ihd_25,7.9,1.28375355093077,1.14532044199499,1.51886938088385,25,ihd
cvd_ihd_25,8,1.28707013836888,1.147105578421,1.52454965111603,25,ihd
cvd_ihd_25,8.1,1.29038014287479,1.1488894048337,1.53020892050356,25,ihd
cvd_ihd_25,8.2,1.29368357547848,1.15067192305003,1.53584723317869,25,ihd
cvd_ihd_25,8.3,1.29698044720993,1.15245313488695,1.54146463327366,25,ihd
cvd_ihd_25,8.4,1.30027076909913,1.15425066427778,1.54706116492073,25,ihd
cvd_ihd_25,8.5,1.30355455217604,1.15605692015115,1.55263687225215,25,ihd
cvd_ihd_25,8.6,1.30683180747063,1.15786286230456,1.55819179940015,25,ihd
cvd_ihd_25,8.7,1.3101025460129,1.15966892882957,1.56372599049699,25,ihd
cvd_ihd_25,8.8,1.31336677883281,1.16147789497274,1.56923948967493,25,ihd
cvd_ihd_25,8.9,1.31662451696034,1.16331209326312,1.57473234106619,25,ihd
cvd_ihd_25,9,1.31987577142546,1.1651462705041,1.58020458880305,25,ihd
cvd_ihd_25,9.1,1.32312055325816,1.16698042657663,1.58565627701774,25,ihd
cvd_ihd_25,9.2,1.32635887348841,1.16881456136169,1.59108744984251,25,ihd
cvd_ihd_25,9.3,1.32959074314619,1.17064867474023,1.59649815140961,25,ihd
cvd_ihd_25,9.4,1.33281617326147,1.17248276659323,1.60188842585129,25,ihd
cvd_ihd_25,9.5,1.33603517486422,1.17431683680165,1.60725831729981,25,ihd
cvd_ihd_25,9.6,1.33924775898444,1.17615088524646,1.61260786988739,25,ihd
cvd_ihd_25,9.7,1.34245393665208,1.17798491180862,1.61793478813521,25,ihd
cvd_ihd_25,9.8,1.34565371889714,1.1798189163691,1.62323178266265,25,ihd
cvd_ihd_25,9.9,1.34884711674958,1.18165289880887,1.62850837406329,25,ihd
cvd_ihd_25,10,1.35203414123938,1.18348685900889,1.63376460792402,25,ihd
cvd_ihd_25,11,1.38355627778711,1.20182521163562,1.68765522852964,25,ihd
cvd_ihd_25,12,1.41445321104518,1.22016120935064,1.73697234846526,25,ihd
cvd_ihd_25,13,1.44473597099006,1.23849473312031,1.78252720334153,25,ihd
cvd_ihd_25,14,1.47441558759826,1.25627787847389,1.82839876839278,25,ihd
cvd_ihd_25,15,1.50350309084629,1.27374671104818,1.87481032431831,25,ihd
cvd_ihd_25,16,1.53200951071063,1.29111811488768,1.92212104153306,25,ihd
cvd_ihd_25,17,1.55994587716779,1.30842466954341,1.9681097094653,25,ihd
cvd_ihd_25,18,1.58732322019427,1.32554468363113,2.01285849865291,25,ihd
cvd_ihd_25,19,1.61415256976656,1.34339571852168,2.05632391496668,25,ihd
cvd_ihd_25,20,1.64044495586117,1.36146927736106,2.09702888843506,25,ihd
cvd_ihd_25,21,1.66621140845459,1.37874599094995,2.130585582009,25,ihd
cvd_ihd_25,22,1.69146295752332,1.39677292228016,2.16245961237638,25,ihd
cvd_ihd_25,23,1.71621063304387,1.41480065900399,2.19452681422815,25,ihd
cvd_ihd_25,24,1.74046546499272,1.43282740424722,2.22723669141912,25,ihd
cvd_ihd_25,24.9999999999999,1.76423848334639,1.45085311446724,2.25235843115295,25,ihd
cvd_ihd_25,25.9999999999999,1.78754071808136,1.46748912443905,2.27511168613267,25,ihd
cvd_ihd_25,26.9999999999999,1.81038319917415,1.48310210128617,2.30133692859347,25,ihd
cvd_ihd_25,27.9999999999999,1.83277695660123,1.49927903601928,2.32867613888851,25,ihd
cvd_ihd_25,28.9999999999999,1.85473302033913,1.51275111402182,2.35196888247237,25,ihd
cvd_ihd_25,29.9999999999999,1.8762624203253,1.52834535736861,2.373584842068,25,ihd
cvd_ihd_25,30.9999999999999,1.89737616727856,1.54529701499728,2.39389442545062,25,ihd
cvd_ihd_25,31.9999999999999,1.91808519946561,1.56143769840328,2.41513974964631,25,ihd
cvd_ihd_25,32.9999999999999,1.93840035864139,1.57836802080366,2.44215715538526,25,ihd
cvd_ihd_25,33.9999999999999,1.95833242128112,1.59524475965617,2.46834619187145,25,ihd
cvd_ihd_25,34.9999999999999,1.9778920498942,1.61000093307053,2.4936638582332,25,ihd
cvd_ihd_25,35.9999999999999,1.99708988424373,1.62467360334868,2.51000195974977,25,ihd
cvd_ihd_25,36.9999999999999,2.01593654988242,1.6392577417537,2.5276879267133,25,ihd
cvd_ihd_25,37.9999999999999,2.03444259696834,1.65245097313754,2.55062200641231,25,ihd
cvd_ihd_25,38.9999999999999,2.0526183714961,1.66781564620602,2.57321600264736,25,ihd
cvd_ihd_25,39.9999999999999,2.07047373025846,1.68204649947711,2.59627824735974,25,ihd
cvd_ihd_25,40.9999999999999,2.0880176099881,1.6961695475244,2.61642955830465,25,ihd
cvd_ihd_25,41.9999999999999,2.10525820346465,1.7101978545841101,2.63958654435234,25,ihd
cvd_ihd_25,42.9999999999999,2.12220330939218,1.72402202368485,2.6613236251042802,25,ihd
cvd_ihd_25,43.9999999999999,2.13886044331131,1.73545460344289,2.67998832031361,25,ihd
cvd_ihd_25,44.9999999999999,2.15523710013146,1.74647746729384,2.69420665995246,25,ihd
cvd_ihd_25,45.9999999999999,2.17134077476205,1.76232242539996,2.71352285387286,25,ihd
cvd_ihd_25,46.9999999999999,2.18717892233045,1.77541497406892,2.73258394126465,25,ihd
cvd_ihd_25,47.9999999999999,2.20275842386091,1.78687699589292,2.75217160755422,25,ihd
cvd_ihd_25,48.9999999999999,2.21808533729101,1.7981285162823,2.7702140585415,25,ihd
cvd_ihd_25,49.9999999999999,2.2331648859618,1.80876871261573,2.7824743362994,25,ihd
cvd_ihd_25,50.9999999999999,2.24800160554938,1.82037287562688,2.80219439928928,25,ihd
cvd_ihd_25,51.9999999999999,2.26259965163287,1.8324330139789,2.81898590575151,25,ihd
cvd_ihd_25,52.9999999999998,2.27696185481403,1.84598454666642,2.83288157048606,25,ihd
cvd_ihd_25,53.9999999999998,2.29108956409714,1.85986751626885,2.85461199642572,25,ihd
cvd_ihd_25,54.9999999999998,2.30498347786496,1.87240818812417,2.86956875422228,25,ihd
cvd_ihd_25,55.9999999999998,2.31864346000218,1.88496021947778,2.8825155215498,25,ihd
cvd_ihd_25,56.9999999999998,2.33206808180138,1.89745849109019,2.8959662612008,25,ihd
cvd_ihd_25,57.9999999999998,2.34525485277386,1.90990639518498,2.90919003749356,25,ihd
cvd_ihd_25,58.9999999999998,2.35820103475405,1.92234616947773,2.92122821743573,25,ihd
cvd_ihd_25,59.9999999999998,2.37090350234961,1.93431460498266,2.9383394271502,25,ihd
cvd_ihd_25,60.9999999999998,2.38335850237173,1.94261940173366,2.95472978678181,25,ihd
cvd_ihd_25,61.9999999999998,2.39556202936227,1.95068199599062,2.97179574141355,25,ihd
cvd_ihd_25,62.9999999999998,2.40750934370675,1.96068747828243,2.98597910556666,25,ihd
cvd_ihd_25,63.9999999999998,2.41919526729495,1.97181282854904,2.99887708642622,25,ihd
cvd_ihd_25,64.9999999999998,2.43061451835738,1.97679761196951,3.01391246980724,25,ihd
cvd_ihd_25,65.9999999999998,2.44176143632186,1.98175981461474,3.02792778605923,25,ihd
cvd_ihd_25,66.9999999999998,2.45263002524773,1.99108835399293,3.04626530532673,25,ihd
cvd_ihd_25,67.9999999999998,2.46321427760641,1.99965422968032,3.05402659329391,25,ihd
cvd_ihd_25,68.9999999999998,2.47350848051166,2.00452234070464,3.06386543891182,25,ihd
cvd_ihd_25,69.9999999999998,2.48350765862347,2.01192859146876,3.07005989048607,25,ihd
cvd_ihd_25,70.9999999999998,2.4932052655409,2.01904506207737,3.08273295425235,25,ihd
cvd_ihd_25,71.9999999999998,2.50259378250293,2.02429186551543,3.0966496375169,25,ihd
cvd_ihd_25,72.9999999999998,2.51166498664534,2.0292985558302,3.10676081099683,25,ihd
cvd_ihd_25,73.9999999999998,2.52041031335623,2.03406702746648,3.11326674405107,25,ihd
cvd_ihd_25,74.9999999999998,2.52882518379295,2.03859917486909,3.1220598519257,25,ihd
cvd_ihd_25,75.9999999999998,2.53690187159714,2.04306052791074,3.13139900721443,25,ihd
cvd_ihd_25,76.9999999999998,2.54463400008558,2.05378569083808,3.14021048634366,25,ihd
cvd_ihd_25,77.9999999999998,2.55201096884776,2.06139595111728,3.14856463698874,25,ihd
cvd_ihd_25,78.9999999999998,2.55902026771261,2.06561806646856,3.16488418645826,25,ihd
cvd_ihd_25,79.9999999999997,2.56564938583213,2.06977193868541,3.18084438746522,25,ihd
cvd_ihd_25,80.9999999999997,2.57188584216322,2.07954252273294,3.18301779080482,25,ihd
cvd_ihd_25,81.9999999999997,2.57772017875879,2.08384235707359,3.18496425479844,25,ihd
cvd_ihd_25,82.9999999999997,2.5831422191230198,2.08598068572041,3.19531826251773,25,ihd
cvd_ihd_25,83.9999999999997,2.58816072496895,2.08798920740718,3.20463417192687,25,ihd
cvd_ihd_25,84.9999999999997,2.59280263343201,2.09490418729118,3.20731672229839,25,ihd
cvd_ihd_25,85.9999999999997,2.59708474299339,2.10006170607291,3.21408617028944,25,ihd
cvd_ihd_25,86.9999999999997,2.60102516517984,2.10544537810013,3.22077181601449,25,ihd
cvd_ihd_25,87.9999999999997,2.60464864718242,2.1102128836661,3.22683305210391,25,ihd
cvd_ihd_25,88.9999999999997,2.6079617961506,2.11035014216129,3.23138824610861,25,ihd
cvd_ihd_25,89.9999999999997,2.61097190176063,2.11038854323639,3.23738881047571,25,ihd
cvd_ihd_25,90.9999999999997,2.61368627429652,2.11157198759542,3.24172192526151,25,ihd
cvd_ihd_25,91.9999999999997,2.61611852026733,2.11197911019017,3.24475315308668,25,ihd
cvd_ihd_25,92.9999999999997,2.61828824050261,2.11201326127902,3.24511961479334,25,ihd
cvd_ihd_25,93.9999999999997,2.62020634100859,2.11269524041742,3.24546650303208,25,ihd
cvd_ihd_25,94.9999999999997,2.62186712563809,2.11403613418014,3.24579287553521,25,ihd
cvd_ihd_25,95.9999999999997,2.62327784424031,2.11461844486207,3.24609785658829,25,ihd
cvd_ihd_25,96.9999999999997,2.62447222387689,2.1147331251537,3.24639345380025,25,ihd
cvd_ihd_25,97.9999999999997,2.62548097300791,2.11484780544532,3.24668905101221,25,ihd
cvd_ihd_25,98.9999999999997,2.62631948485242,2.11499557606734,3.24698464822417,25,ihd
cvd_ihd_25,100,2.62701819414044,2.1151450463328,3.24728024543613,25,ihd
cvd_ihd_25,110,2.63148221853323,2.11631313223126,3.25319401292281,25,ihd
cvd_ihd_25,120,2.63563478887099,2.11747956305042,3.25469731151818,25,ihd
cvd_ihd_25,130,2.63978735920876,2.13212430848486,3.26200190464447,25,ihd
cvd_ihd_25,140,2.64393992954652,2.13415844337844,3.26930649777075,25,ihd
cvd_ihd_25,150,2.64809249988429,2.13436078846003,3.27552565858273,25,ihd
cvd_ihd_25,160,2.65224507022205,2.13545926815292,3.28769565324243,25,ihd
cvd_ihd_25,170,2.65639764055982,2.13545916820754,3.29183155722889,25,ihd
cvd_ihd_25,180,2.66055021089758,2.13545906826217,3.29949936427783,25,ihd
cvd_ihd_25,190,2.66470278123535,2.1372510036782,3.31935624623857,25,ihd
cvd_ihd_25,200,2.66885535157311,2.13945816227645,3.3250446234194,25,ihd
cvd_ihd_25,210,2.67300792191088,2.1394580624654,3.32952033938101,25,ihd
cvd_ihd_25,220,2.67716049224864,2.13953307262064,3.34222050426508,25,ihd
cvd_ihd_25,230,2.68131306258641,2.14192899535419,3.35490575482085,25,ihd
cvd_ihd_25,240,2.68546563292417,2.14192889542586,3.36568014280498,25,ihd
cvd_ihd_25,250,2.68961820326194,2.14192879549754,3.36850177077235,25,ihd
cvd_ihd_25,260,2.6937707735997,2.14360040501581,3.36858557019698,25,ihd
cvd_ihd_25,270,2.69792334393747,2.15470495321318,3.37229654415864,25,ihd
cvd_ihd_25,280,2.70207591427523,2.15642832612059,3.38677264151145,25,ihd
cvd_ihd_25,290,2.706228484613,2.15644324896617,3.38683099742471,25,ihd
cvd_ihd_25,300,2.71038105495077,2.15645817181174,3.39534421303118,25,ihd
cvd_ihd_25,310,2.71453362528853,2.15647309465731,3.40771678681438,25,ihd
cvd_ihd_25,320,2.7186861956263,2.15649863023903,3.42299980898811,25,ihd
cvd_ihd_25,330,2.72283876596406,2.15667351637821,3.44506773108403,25,ihd
cvd_ihd_25,340,2.72699133630182,2.15684840251738,3.46887853153846,25,ihd
cvd_ihd_25,350,2.73114390663959,2.16153591407625,3.49215146967617,25,ihd
cvd_ihd_25,360,2.73529647697736,2.16645774037347,3.50505665627751,25,ihd
cvd_ihd_25,370,2.73944904731512,2.17410570236877,3.50987653934651,25,ihd
cvd_ihd_25,380,2.74360161765289,2.18036189017764,3.52677145730707,25,ihd
cvd_ihd_25,390,2.74775418799065,2.18660035869586,3.54395571937226,25,ihd
cvd_ihd_25,400,2.75190675832842,2.18748356892651,3.5496759860877,25,ihd
cvd_ihd_25,410,2.75605932866618,2.18748346893513,3.55539625280314,25,ihd
cvd_ihd_25,420,2.76021189900395,2.18761754755919,3.56111651951858,25,ihd
